Vernier Format 2
Untitled.cmbl 14. 04. 2025 11:06:09 ,
Latest
Time	Position	Velocity	Acceleration
t	x	v	acc
s	m	m/s	m/s²

0,05	1,576771	-0,0179288888889	0,565908209877
0,1	1,574419	0,0152030555556	0,410159845679
0,15	1,578068	0,0328386666667	0,158693981481
0,2	1,577912	0,0408983333333	-0,217216018519
0,25	1,58419	0,012785	-0,575094845679
0,3	1,581284	-0,0493872222222	-0,338169938272
0,35	1,574695	-0,0346638888889	0,158103395062
0,4	1,577203	-0,00489	0,18004382716
0,45	1,576753	-0,0114622222222	0,0223691358025
0,5	1,574557	-0,00224888888889	-0,244311111111
0,55	1,577047	-0,0133661111111	-0,865548765432
0,6	1,57741	-0,0967861111111	-1,27761759259
0,65	1,56738	-0,181600555556	-0,939165740741
0,7	1,555586	-0,201627777778	-0,341633024691
0,75	1,546454	-0,198927222222	-0,0104836419753
0,8	1,535871	-0,192488888889	0,0822864197531
0,85	1,527068	-0,185257222222	0,0147509259259
0,9	1,517712	-0,186936666667	-0,139889506173
0,95	1,508996	-0,200588333333	-0,26399382716
1	1,497928	-0,220062777778	-0,256398765432
1,05	1,486445	-0,230026666667	-0,162882407407
1,1	1,474737	-0,235234444444	-0,0746256172839
1,15	1,462839	-0,236936666667	0,00141820987655
1,2	1,450854	-0,234535	0,0541929012346
1,25	1,43925	-0,229307777778	0,0498759259259
1,3	1,427974	-0,225961666667	-0,0354101851852
1,35	1,416872	-0,228957777778	-0,184481790123
1,4	1,405804	-0,246554444444	-0,250542592593
1,45	1,39266	-0,267766666667	-0,0285024691358
1,5	1,37803	-0,265890555556	0,479491975309
1,55	1,363192	-0,211217777778	0,803385185185
1,6	1,357	-0,156461111111	0,567851851852
1,65	1,349893	-0,145092222222	0,108584259259
1,7	1,343183	-0,153349444444	-0,228395987654
1,75	1,335262	-0,178386666667	-0,33587345679
1,8	1,325007	-0,196937222222	-0,222042901235
1,85	1,314821	-0,201252222222	-0,074562962963
1,9	1,304704	-0,200263333333	0,00363209876543
1,95	1,294812	-0,198237777778	0,0239030864197
2	1,285006	-0,198074444444	0,0366700617284
2,05	1,274872	-0,195567222222	0,0612645061728
2,1	1,265308	-0,190666666667	0,0616348765432
2,15	1,255935	-0,188071111111	0,0381308641975
2,2	1,246596	-0,187157222222	0,0184950617284
2,25	1,237275	-0,187511666667	0,0209407407407
2,3	1,227677	-0,185190555556	0,0289058641975
2,35	1,218822	-0,183739444444	0,0243601851852
2,4	1,209397	-0,183668333333	0,0344314814815
2,45	1,200266	-0,180457222222	0,0465030864198
2,5	1,191412	-0,178172222222	0,0445027777778
2,55	1,182471	-0,17613	0,0433456790123
2,6	1,173772	-0,173778333333	0,0404524691358
2,65	1,165142	-0,172249444444	0,0409632716049
2,7	1,156495	-0,169814444444	0,0440009259259
2,75	1,148177	-0,167641111111	0,0435638888889
2,8	1,139738	-0,16558	0,0451416666667
2,85	1,131592	-0,162998333333	0,0437197530864
2,9	1,123481	-0,161226666667	0,0413549382716
2,95	1,115405	-0,158542777778	0,0336688271605
3	1,107727	-0,157593888889	0,0223904320988
3,05	1,099685	-0,157260555556	0,0269438271605
3,1	1,091868	-0,154884444444	0,0315765432099
3,15	1,084242	-0,153262222222	0,0240450617284
3,2	1,076632	-0,152954444444	0,0249351851852
3,25	1,068885	-0,151608333333	0,0390049382716
3,3	1,061379	-0,148639444444	0,0442101851852
3,35	1,054047	-0,145997222222	0,0229898148148
3,4	1,046835	-0,145305555556	-0,0184453703704
3,45	1,039624	-0,147130555556	-0,0623540123457
3,5	1,032516	-0,155011111111	-0,0369922839506
3,55	1,023731	-0,155495	0,0707302469136
3,6	1,016363	-0,145033333333	0,127569135802
3,65	1,00948	-0,13812	0,0982154320988
3,7	1,002753	-0,134822777778	0,0517172839506
3,75	0,996112	-0,134446111111	0,0289521604938
3,8	0,989247	-0,133265	0,0342046296296
3,85	0,98271	-0,130773888889	0,0391163580247
3,9	0,976224	-0,128977777778	0,0380330246914
3,95	0,969808	-0,127136666667	0,0379012345679
4	0,963479	-0,124926666667	0,0330660493827
4,05	0,957374	-0,123736666667	0,0276586419753
4,1	0,951114	-0,122614444444	0,0300429012346
4,15	0,945078	-0,120945	0,0353959876543
4,2	0,938973	-0,118577222222	0,0326277777778
4,25	0,933284	-0,117232777778	0,0226475308642
4,3	0,927317	-0,117060555556	0,0256212962963
4,35	0,921472	-0,115078333333	0,0364962962963
4,4	0,915817	-0,113098888889	0,0426765432099
4,45	0,910145	-0,110651666667	0,0447160493827
4,5	0,904749	-0,108282222222	0,0392395061728
4,55	0,899353	-0,10659	0,0309660493827
4,6	0,894113	-0,105386666667	0,0259540123457
4,65	0,888804	-0,104138888889	0,0242558641975
4,7	0,883702	-0,102958333333	0,024175308642
4,75	0,878531	-0,101966111111	0,0281533950617
