Vernier Format 2
Untitled.cmbl 14. 04. 2025 10:59:47 ,
Latest
Time	Position	Velocity	Acceleration
t	x	v	acc
s	m	m/s	m/s²

0,05	0,325267	0,0037	0,0272613580247
0,1	0,325422	0,004805	0,0321511419753
0,15	0,325647	0,00677933333333	0,0324488888889
0,2	0,326062	0,00905222222222	0,013945308642
0,25	0,326633	0,00953277777778	-0,0306180246914
0,3	0,327221	0,00593722222222	-0,0743650617284
0,35	0,32729	0,000623888888889	-0,089162037037
0,4	0,327221	-0,00380611111111	-0,0824731481481
0,45	0,326944	-0,00832277777778	-0,0600302469136
0,5	0,326252	-0,0101827777778	-0,033325617284
0,55	0,325803	-0,0100388888889	-0,0358898148148
0,6	0,325422	-0,0127388888889	-0,0559262345679
0,65	0,324627	-0,0171188888889	-0,0492061728395
0,7	0,323572	-0,0190144444444	-0,015187962963
0,75	0,322638	-0,018775	0,0237567901235
0,8	0,321583	-0,0160655555556	0,0506913580247
0,85	0,320995	-0,0124922222222	0,0526444444444
0,9	0,320424	-0,0103966666667	0,0432777777778
0,95	0,31994	-0,00827277777778	0,0323589506173
1	0,319611	-0,00678111111111	0,0146209876543
1,05	0,319335	-0,00670333333333	-0,00368425925926
1,1	0,318989	-0,00772611111111	-0,00919783950617
1,15	0,318539	-0,00831111111111	0,00271604938272
1,2	0,318159	-0,00840833333333	0,0361237654321
1,25	0,317553	-0,00547722222222	0,0882194444444
1,3	0,317467	0,000569444444444	0,149300617284
1,35	0,31764	0,00792777777778	0,25197345679
1,4	0,318055	0,0215522222222	0,436303703704
1,45	0,319093	0,0499033333333	0,650574691358
1,5	0,322517	0,0901572222222	0,797584567901
1,55	0,32812	0,133326111111	0,853341975309
1,6	0,335695	0,177963888889	0,838238888889
1,65	0,34576	0,22354	0,718790123457
1,7	0,359439	0,246397777778	0,670036419753
1,75	0,369902	0,278086666667	0,836682716049
1,8	0,385847	0,333792777778	0,947466358025
1,85	0,403902	0,380985	0,916738271605
1,9	0,424153	0,425102777778	0,872290123457
1,95	0,446445	0,466779444444	0,847151851852
2	0,470829	0,508658333333	0,848870987654
2,05	0,497254	0,551462222222	0,85556882716
2,1	0,52591	0,595234444444	0,84637345679
2,15	0,556935	0,636412777778	0,832736728395
2,2	0,589586	0,677041666667	0,843974074074
2,25	0,624467	0,720546666667	0,860376851852
2,3	0,661649	0,764066111111	0,860591049383
2,35	0,700924	0,806915555556	0,853378395062
2,4	0,74236	0,849184444444	0,847965432099
2,45	0,785819	0,891728333333	0,841746604938
2,5	0,831579	0,933512777778	0,827718209877
2,55	0,879154	0,975229444444	0,786499074074
2,6	0,929099	1,01531333333	0,672402469136
2,65	0,981015	1,04691166667	0,470605246914
2,7	1,034505	1,06312777778	0,256789197531
2,75	1,087856	1,06806777778	0,126534567901
2,8	1,14126	1,07175722222	0,0697867283951
2,85	1,194732	1,07771333333	-0,0213845679012
2,9	1,249675	1,07300555556	-0,183994135802
2,95	1,302784	1,05608444444	-0,401805246914
3	1,35387	1,04935055556	-1,04332469136
3,05	1,408968	0,998758333333	-2,49847530864
3,1	1,461749	0,798267777778	-3,83087191358
3,15	1,491685	0,539877222222	-3,72159166667
3,2	1,509826	0,384116666667	-2,73236296296
3,25	1,527345	0,286146666667	-1,96822037037
3,3	1,537825	0,215680555556	-1,70745216049
3,35	1,55121	0,111841666667	-1,47201388889
3,4	1,546247	0,0555027777778	-1,02586141975
3,45	1,555862	0,02105	-0,740797530864
3,5	1,549792	-0,0286183333333	-0,279692283951
3,55	1,549481	-0,0103822222222	0,186044444444
3,6	1,548997	0,00600666666667	0,299073148148
3,65	1,548876	0,0397738888889	0,0191216049383
3,7	1,555672	0,0225861111111	-0,483361728395
3,75	1,554479	-0,0456366666667	-0,350712654321
3,8	1,546316	-0,0376511111111	0,195090740741
3,85	1,547752	0,019235	0,02165
3,9	1,554427	-0,0215244444444	-0,387786728395
3,95	1,545382	-0,0605761111111	-0,134674074074
4	1,544587	-0,0387655555556	0,221785185185
4,05	1,542252	-0,0220094444444	0,323775
4,1	1,542339	-0,00116111111111	0,278632407407
4,15	1,542408	0,0102583333333	0,122272530864
4,2	1,543964	0,0103272222222	-0,0159166666667
4,25	1,543757	0,00327388888889	-0,049587345679
4,3	1,543912	0,00208	-0,00269351851852
4,35	1,543981	0,00247722222222	0,063349691358
4,4	1,543981	0,00715	0,133809567901
4,45	1,544085	0,0221116666667	0,0626901234568
4,5	1,546818	0,0222133333333	-0,175555246914
4,55	1,546973	0,00702111111111	-0,421550308642
4,6	1,549204	-0,0342794444444	-0,391307098765
4,65	1,542304	-0,0534188888889	-0,00103271604938
4,7	1,540488	-0,0166138888889	0,102437345679
4,75	1,543393	-0,0217994444444	-0,156113271605
4,8	1,539848	-0,0521738888889	-0,117456481481
4,85	1,535335	-0,0394833333333	0,0266728395062
4,9	1,536632	-0,03705	-0,009277037037
4,95	1,532481	-0,0443772222222	0,0185387345679
5	1,531098	-0,0369844444444	0,0769228395062
