Vernier Format 2
Untitled.cmbl 14. 04. 2025 11:07:26 ,
Latest
Time	Position	Velocity	Acceleration
t	x	v	acc
s	m	m/s	m/s²

0,05	1,033426	-0,00198444444445	0,0119070987654
0,1	1,033322	-0,00152805555556	0,0151771604938
0,15	1,033235	-0,000826666666667	0,0186702777778
0,2	1,033149	0,00115111111111	0,00925817901235
0,25	1,033477	0,00092	-0,0135158950617
0,3	1,033356	-0,00133388888889	-0,0162407407407
0,35	1,033218	-0,00162222222222	-0,000780555555564
0,4	1,033166	-0,001105	0,0114141975309
0,45	1,033114	-0,000411666666667	0,019650617284
0,5	1,033028	0,00168111111111	0,0112858024691
0,55	1,033408	0,00152555555556	-0,0109462962963
0,6	1,033287	-0,000481111111111	-0,0166216049383
0,65	1,033235	-0,000614444444444	-0,0202314814815
0,7	1,033218	-0,00074	-0,0736518518519
0,75	1,033235	-0,00380722222222	-0,236638888889
0,8	1,033062	-0,0164072222222	-0,559730864198
0,85	1,032751	-0,0545344444444	-0,949112037037
0,9	1,02929	-0,123666111111	-1,07453549383
0,95	1,019842	-0,182806666667	-0,787319444444
1	1,009183	-0,206813333333	-0,381383024691
1,05	0,998454	-0,212302777778	-0,120136419753
1,1	0,987864	-0,211952222222	-0,0122311728395
1,15	0,977257	-0,210700555556	0,0102885802469
1,2	0,966771	-0,20998	0,00739197530864
1,25	0,956337	-0,209742777778	0,0062787037037
1,3	0,94611	-0,213723888889	0,0742283950617
1,35	0,934032	-0,202302222222	0,135350308642
1,4	0,925951	-0,192150555556	0,0599484567901
1,45	0,915759	-0,197542777778	2,31481481504E-05
1,5	0,905792	-0,197109444444	0,0202570987654
1,55	0,895877	-0,194513888889	0,0325021604938
1,6	0,886429	-0,192417222222	0,0240577160494
1,65	0,876739	-0,192299444444	0,0147935185185
1,7	0,867153	-0,191606666667	0,0172271604938
1,75	0,857567	-0,190677222222	0,0231820987654
1,8	0,848067	-0,189286111111	0,0300206790123
1,85	0,838619	-0,187498333333	0,0335759259259
1,9	0,829344	-0,185977777778	0,0361740740741
1,95	0,819983	-0,183758888889	0,0312731481481
2	0,810915	-0,1817	0,00896635802469
2,05	0,801987	-0,181977222222	-0,0239487654321
2,1	0,793058	-0,188057777778	0,0076274691358
2,15	0,782381	-0,181153888889	0,0422197530864
2,2	0,775304	-0,179680555556	0,0116259259259
2,25	0,764766	-0,183497777778	0,0358978395062
2,3	0,756287	-0,176537777778	0,0648845679012
2,35	0,74741	-0,174515555556	0,0553972222222
2,4	0,738828	-0,171641666667	0,0538305555556
2,45	0,730245	-0,169318333333	0,0514561728395
2,5	0,72187	-0,166568888889	0,0507354938272
2,55	0,713547	-0,163284444444	0,033450308642
2,6	0,705725	-0,163265	0,0177114197531
2,65	0,697177	-0,162626666667	0,0226827160494
2,7	0,689425	-0,161241111111	0,0334268518519
2,75	0,681033	-0,159341111111	0,0443614197531
2,8	0,673384	-0,155785	0,0377015432099
2,85	0,665632	-0,155126111111	0,0244385802469
2,9	0,657915	-0,155021111111	0,0380614197531
2,95	0,649903	-0,151358888889	0,0519395061728
3	0,642809	-0,148073333333	0,0370429012346
3,05	0,635281	-0,147870555556	0,0244688271605
3,1	0,627945	-0,146590555556	0,0280861111111
3,15	0,620608	-0,145135555556	0,0354271604938
3,2	0,613409	-0,142992222222	0,0423561728395
3,25	0,606297	-0,140662222222	0,0437327160494
3,3	0,599341	-0,138314444444	0,0390490740741
3,35	0,592506	-0,136717777778	0,0331314814815
3,4	0,585671	-0,135225	0,0310179012346
3,45	0,578975	-0,133648888889	0,0297820987654
3,5	0,572313	-0,132200555556	0,0279231481482
3,55	0,565755	-0,130791666667	0,0248861111111
3,6	0,559248	-0,129705	0,0223672839506
3,65	0,552794	-0,128731111111	0,0238330246914
3,7	0,546374	-0,127643333333	0,0307212962963
3,75	0,539972	-0,125604444444	0,0366567901235
3,8	0,533812	-0,123417777778	0,0328172839506
3,85	0,527703	-0,122495	0,0311302469136
3,9	0,521491	-0,120461111111	0,0330703703704
3,95	0,515712	-0,119191666667	0,0360842592593
4	0,509552	-0,117457222222	0,0483114197531
4,05	0,503841	-0,113689444444	0,0483864197531
4,1	0,498304	-0,111917777778	0,0361969135802
4,15	0,49268	-0,110684444444	0,0329234567901
4,2	0,487178	-0,108742222222	0,0317410493827
4,25	0,481831	-0,107227222222	0,0272827160494
4,3	0,476484	-0,106161666667	0,025812654321
4,35	0,471206	-0,104938888889	0,0293339506173
4,4	0,465963	-0,103270555556	0,0339237654321
4,45	0,460859	-0,101231666667	0,0340259259259
4,5	0,455893	-0,0999477777778	0,0356040123457
4,55	0,45084	-0,0981711111111	0,0444719135802
4,6	0,445995	-0,0951233333333	0,0464953703704
4,65	0,441375	-0,0928383333333	0,0372901234568
4,7	0,436789	-0,0918211111111	0,0347064814815
